	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_28	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_57	Chrna2_tdTpositive_cell_77	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_69	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_18	Htr3a_tdTpositive_cell_32	Htr3a_tdTpositive_cell_44	Ndnf_tdTpositive_cell_19	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_76	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_101	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
1110020G09Rik	4.52	0.0	0.0	70.4	1.49	0.0	0.65	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	8.32	0.0	0.0	37.19	0.02	0.0	36.87	0.0	0.0	4.91	0.0	0.0	64.74	41.01	0.0	2.75	23.81	0.0	0.0	4.49	26.87	0.0	2.04	0.08	0.0	3.79	0.0	0.0	24.62	5.2	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.0	0.0	5.39	0.33	0.0	0.0	7.12	9.53	7.07	29.23	28.46	28.59
1700044C05Rik	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0
1810041L15Rik	0.09	34.54	0.0	69.28	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.07	0.0	0.03	0.0	0.0	0.04	0.02	0.11	0.03	0.02	0.0	0.05	0.0	0.0	0.0	0.0	0.05	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.08	0.11	16.64	0.18	2.11	0.0	0.0	0.0	0.05	0.09	0.0	0.0	0.0	7.88	0.0	0.04	0.0	0.04	14.15	7.47	11.82	27.73	26.54	27.94
2610002D18Rik	0.0	0.0	0.0	6.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.59	0.33
4833427G06Rik	0.0	0.0	0.0	43.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.37	0.27
4922501L14Rik	0.0	0.0	0.0	55.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.2	0.0	0.0	0.75	1.04	0.35	9.48	7.63	7.39
4930419G24Rik	0.0	0.0	0.0	33.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.03	3.29	0.0	0.0	0.0	0.0	0.0	8.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.67	1.36	0.19	0.18	0.2
4930500J02Rik	0.0	0.55	0.0	64.49	0.0	0.0	1.25	0.0	0.0	0.0	0.61	0.0	1.14	0.0	0.0	0.0	0.48	0.0	0.08	0.19	0.39	0.15	0.12	0.32	0.28	0.37	0.0	0.0	0.47	0.0	0.0	0.29	0.78	0.0	0.28	0.5	0.0	0.73	0.33	0.34	0.0	0.0	0.29	1.04	1.57	0.34	0.32	0.0	0.0	0.35	0.0	2.3	0.0	0.17	62.09	15.77	0.0	0.0	0.0	0.0	1.22	2.54	2.3	1.97	3.37
4930523C07Rik	0.0	0.0	0.0	40.48	0.0	0.0	0.06	0.14	0.0	0.17	0.0	0.16	0.12	0.11	0.0	0.0	0.19	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.04	0.0	0.04	0.07	0.0	0.0	0.0	0.0	0.0	0.23	0.13	0.0	0.0	0.0	0.0	0.08	1.0	1.09	0.66
4933424G06Rik	0.0	0.0	0.0	15.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.66	0.0	0.0	3.03	0.0	2.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.73	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.64	1.41	1.35	1.66
