	Chrna2_tdTpositive_cell_18	Chrna2_tdTpositive_cell_51	Ctgf_tdTpositive_cell_11	Ctgf_tdTpositive_cell_18	Ctgf_tdTpositive_cell_19	Htr3a_tdTpositive_cell_34	Htr3a_tdTpositive_cell_72	Htr3a_tdTpositive_cell_79	Htr3a_tdTpositive_cell_86	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_107	Htr3a_tdTpositive_cell_111	Htr3a_tdTpositive_cell_121	Nos1_tdTpositive_cell_34	Nos1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_69	Rbp4_tdTpositive_cell_5	Rbp4_tdTpositive_cell_65	Rbp4_tdTpositive_cell_80	Rbp4_tdTpositive_cell_97	Rbp4_tdTpositive_cell_125	Slc17a6_tdTpositive_cell_24	Vip_tdTpositive_cell_16	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_11	CAV_LP_Ipsi_tdTpos_cell_17	CAV_LP_Ipsi_tdTpos_cell_22	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	CAV_LP_Ipsi_tdTpos_cell_43	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
1300002K09Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.05	0.03
1500015O10Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.51	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4	2.8	1.77
1600027N09Rik	0.0	0.0	0.0	0.0	0.0	60.78	0.0	32.55	0.0	0.0	0.0	0.0	0.0	30.54	4.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.48	3.5	2.07	0.0	0.0	1.28	0.0	2.32	1.19	0.3	0.0	0.0	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.77	13.65	12.96
5530401A14Rik	0.38	0.0	0.0	0.0	0.0	0.0	0.0	12.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28	0.0	0.0	0.0	10.43	0.0	0.0	0.33	5.21	0.0	0.0	0.22	0.49	0.0	3.44	0.0	2.14	1.9	0.0	0.0	0.0	0.24	1.84	0.0	0.0	0.0	0.05	0.0	0.06
A230028O05Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.07	0.15
A730046J19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.27	0.13
Abca7	1.03	0.0	0.0	1.86	0.19	0.0	0.0	12.85	2.27	1.52	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	2.08	0.0	3.0	0.0	0.0	0.02	0.0	0.0	8.64	0.0	0.0	0.0	0.58	0.75	1.81	0.0	0.49	0.0	0.0	1.7	0.03	0.04	0.36	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.95	11.18	12.84
Abcc4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.31	0.93	0.0	0.0	0.05	1.36	1.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.69	5.7	6.49
Acvr2a	0.0	0.0	22.7	14.43	52.1	9.3	7.18	141.48	2.22	26.52	0.59	39.3	51.97	0.0	1.82	0.0	2.29	8.22	0.2	0.0	0.0	54.14	0.0	0.0	2.48	0.32	31.48	11.19	0.0	0.0	15.28	0.21	2.55	2.8	19.55	9.9	6.36	7.78	3.57	5.01	4.52	6.85	0.0	14.93	13.94	3.36	0.0	0.0	0.0	2.06	20.77	3.61	0.0	31.37	28.09	30.19
Amotl1	0.0	0.0	0.0	0.12	1.8	9.53	0.08	4.42	0.0	0.1	0.1	0.15	21.95	16.2	0.04	0.0	0.0	0.0	0.0	0.01	0.02	0.06	0.0	0.08	0.07	0.03	0.05	3.89	0.04	0.7	4.81	5.12	3.21	7.99	0.36	2.47	0.96	2.07	2.92	1.11	2.5	0.96	0.04	0.0	0.0	0.03	0.0	0.12	0.0	0.1	0.0	0.05	0.08	9.3	9.24	10.01
