	Chrna2_tdTpositive_cell_54	Gad2_tdTpositive_cell_43	Htr3a_tdTpositive_cell_85	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_46	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_75	Pvalb_tdTpositive_cell_79	PvalbD.Slc32a1_tdTpositive_cell_9	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_8	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_18	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_22	PvalbF.Gad2_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_38	PvalbF.Gad2_tdTpositive_cell_42	PvalbF.Gad2_tdTpositive_cell_83	Rbp4_tdTpositive_cell_51	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
1700003G18Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.29	0.0	0.0	2.7	0.33	0.16	0.17
1700010M22Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.84	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76	0.0	0.0	0.0	0.27	0.0	0.0
1700011H14Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.62	0.0	10.31	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.18
1700020D05Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.05	6.3	7.16
1810043H04Rik	0.0	9.95	0.0	29.23	30.72	3.21	16.0	0.0	39.07	48.48	39.82	248.71	46.52	19.95	46.68	58.79	3.9	7.0	47.44	59.82	5.11	0.0	0.0	0.0	32.42	0.0	28.33	33.91	32.76
2310021P13Rik	0.0	8.19	0.21	0.69	0.0	0.87	7.31	0.7	0.0	0.0	0.0	26.76	16.96	0.0	0.68	0.06	0.0	0.72	25.73	1.32	0.6	14.11	1.75	0.19	0.76	10.28	64.68	67.63	69.39
2410016O06Rik	0.0	0.0	0.0	1.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.2	0.0	0.0	0.0	0.0	5.4	0.0	17.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.93	17.08	16.01
4833418N02Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	1.18	1.14
4930430F21Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4930534B04Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.46	36.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.73	2.85	2.4
4930550C14Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.08	0.59
4933407L21Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.76	4.13	5.16
5430405G05Rik	0.0	0.0	0.22	0.42	0.0	38.38	15.22	0.0	32.26	0.0	0.0	77.84	0.0	0.0	0.0	1.06	30.95	0.0	23.87	0.0	0.0	0.0	0.0	0.0	38.09	0.0	8.14	7.74	7.98
9430069I07Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0
A330035P11Rik	0.1	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.19	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.16	0.17	0.0	0.0	0.17	0.0	0.84	0.55	1.1	0.78
AI118078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.98	0.0	0.0	0.0	0.0	0.0	7.88	8.9	7.25
AI197445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.02	25.5	0.0	0.0	0.21	0.0	0.01	0.63	0.42	0.17	0.0	0.11	0.0	0.0	0.05	0.06	1.47	0.81	1.81
AI414108	23.74	0.0	0.0	0.6	0.0	4.48	8.21	0.62	0.65	0.76	0.0	38.57	30.15	2.89	0.0	3.28	0.09	43.64	3.04	0.0	3.54	0.0	6.33	0.0	1.15	0.03	36.11	32.14	36.3
AU040972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.58	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	1.16	0.36
Abcd2	22.74	0.1	66.08	3.65	13.0	35.95	18.41	0.52	0.11	0.07	8.6	153.13	0.07	58.16	24.65	0.7	1.94	0.78	0.48	5.86	0.0	16.86	2.46	22.54	0.42	4.55	25.68	22.57	27.0
Ablim2	0.0	17.4	0.0	0.34	0.0	2.63	0.38	0.55	0.0	6.14	3.72	51.42	0.43	28.27	0.12	1.36	0.0	23.97	0.0	9.09	0.0	0.6	0.0	27.53	1.12	23.99	99.48	96.84	98.33
Acot11	0.73	0.26	0.09	0.06	0.0	0.24	0.12	0.11	0.16	0.19	0.12	39.38	0.35	0.0	0.33	0.2	0.15	0.12	0.0	0.11	0.4	0.09	0.0	0.08	0.0	0.11	18.55	16.97	18.44
Agbl4	201.21	64.54	0.0	0.0	0.0	0.0	3.29	0.0	0.0	45.92	0.0	89.33	2.96	7.34	30.32	12.22	0.24	0.0	0.0	0.0	14.88	0.91	42.97	28.72	0.6	0.0	10.36	9.73	9.17
Anubl1	0.0	0.0	0.0	0.0	0.0	0.0	3.33	0.0	6.34	0.0	0.0	52.61	0.22	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	3.86	3.71	4.22
Armc9	58.9	0.0	0.03	14.34	0.0	31.34	16.37	0.0	0.76	108.89	0.14	148.66	23.45	29.6	0.0	43.21	49.03	0.0	0.08	0.0	0.0	0.0	0.0	0.0	75.17	18.54	29.62	27.96	28.93
Atmin	0.0	0.0	78.58	0.0	5.61	0.19	19.53	0.12	0.0	56.18	0.19	79.06	36.21	69.35	26.97	55.97	30.98	75.42	0.0	5.99	0.0	0.11	0.0	7.62	5.8	20.19	47.28	47.37	45.34
BC002230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.36	51.63	0.0	5.44	0.0	0.0	0.0	1.51	0.0	1.92	0.0	0.0	0.0	0.0	1.13	0.0	11.8	11.86	12.54
C230052I12Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.38	6.06	6.03
C8b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Calhm1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
