	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_53	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_78	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_68	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_65	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
1700110C19Rik	0.0	0.0	0.0	0.0	0.0	0.0	2.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27	0.67	2.2
4833419F23Rik	0.0	0.0	0.0	0.0	0.0	0.0	22.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.11	0.36
4930471I20Rik	0.0	0.0	0.0	0.0	0.0	0.0	11.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61	1.18	1.46
4930503B20Rik	0.0	0.0	0.0	0.0	0.0	0.0	2.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.21
4930534B04Rik	0.0	0.0	0.0	0.0	0.0	0.0	3.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.73	2.85	2.4
4930581F22Rik	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	2.82	3.43	3.74
5031439G07Rik	0.07	7.58	1.79	1.94	0.0	0.0	6.23	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	1.59	0.0	59.96	60.35	65.54
A4gnt	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.13	0.07
Acbd6	16.39	0.0	13.48	0.0	0.5	0.32	17.65	0.43	0.0	6.39	0.25	2.13	4.11	0.0	0.0	6.58	0.0	56.59	68.62	59.92
Akr1c14	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62	1.49	2.25
Asb15	0.0	0.0	0.0	0.0	0.0	0.0	14.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.05
C4a	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	1.08	0.96
Cc2d1a	0.0	21.75	0.0	0.0	3.45	0.89	2.29	6.85	0.0	0.0	2.39	0.0	0.0	0.1	0.27	0.0	0.0	33.23	35.45	36.01
Ccdc71	42.8	2.52	0.13	0.0	0.59	34.08	0.0	0.08	0.0	19.93	0.32	0.0	0.07	0.0	0.24	0.0	0.0	18.31	21.14	20.18
Cd27	0.28	0.0	0.0	0.0	0.0	0.0	2.34	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.44	0.0	0.48	0.22	0.48
Cdkn2c	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.64	3.77	3.29
Ces1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Ces4a	0.0	0.0	0.0	0.0	0.0	0.0	10.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0
Cilp	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.13	0.02
Cldn11	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	164.44	180.29	180.31
Clspn	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75	1.45	1.46
Cnpy3	206.72	3.29	0.0	8.32	65.98	69.21	0.0	22.19	48.1	0.0	56.76	5.1	0.0	0.0	56.97	0.0	91.46	69.08	74.04	71.36
Col28a1	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.63	0.65
Cyp4v3	0.0	0.0	0.0	0.0	0.0	0.0	34.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.18	6.97	5.11
E130304I02Rik	0.0	0.0	0.0	0.0	0.0	0.0	8.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.32	1.27
Erbb3	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.67	5.96	7.27
Fa2h	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.26	36.67	39.17
Fam57b	7.65	0.0	0.0	0.0	0.0	0.0	16.46	0.56	0.0	15.28	0.14	0.0	0.0	0.0	5.84	0.0	0.0	60.61	64.37	64.1
Fhod1	0.0	0.19	0.0	0.0	1.09	0.14	13.76	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	3.89	4.06	3.96
Fitm1	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.31	0.11
Fkbp5	0.0	22.01	0.0	0.0	5.0	0.0	0.0	0.0	0.0	15.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.92	23.35	22.8
Ftmt	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.07
Gm13275	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.19	0.57
Gm5591	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0
Gm6682	0.0	0.0	0.0	0.0	0.0	0.0	1.44	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.29	0.54	0.22
Gm8300	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm98	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.98	20.99	26.13
Gsk3a	0.65	8.83	4.04	0.0	7.67	7.16	31.95	1.77	0.11	35.88	9.29	0.0	3.92	0.0	9.67	18.42	0.21	213.06	226.46	219.6
Gsta2	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.49
Hist1h3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14	0.14
Hoxd1	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.1	0.17
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Igfn1	0.0	0.0	0.0	0.0	0.0	0.0	0.89	0.0	0.05	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	11.87	10.28	14.05
Ints12	0.0	11.52	41.13	0.0	0.0	0.0	95.86	0.0	0.0	0.0	0.0	2.47	44.64	0.0	0.45	0.0	0.0	10.0	8.06	7.84
Kcnj2	0.04	0.0	0.0	0.0	0.0	0.06	16.1	0.15	0.0	0.04	0.0	0.0	0.0	0.05	0.0	0.0	0.0	12.05	10.54	13.52
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Khdrbs2	0.0	10.33	0.0	0.0	0.0	0.0	101.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.72	8.25	9.35
Krt2	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55	1.92	1.64
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lgals6	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.15	0.09
Lrrc50	0.0	0.0	0.0	0.0	0.0	0.0	4.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.34	0.43
Mei1	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.21	3.13	4.37
Mgll	19.26	31.76	0.0	0.0	6.95	26.52	47.7	0.14	16.8	2.34	21.94	1.08	0.07	0.0	46.98	8.16	0.0	146.13	149.53	151.13
Mir1249	0.0	0.0	0.0	0.0	0.0	0.0	22.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.57	7.52	9.88
Mx2	0.0	0.0	0.0	0.0	0.0	0.0	2.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	1.72	1.21
Myh3	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.56	1.47	1.17
Nek5	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.27	0.21
Nlrp5	0.0	0.0	0.0	0.0	0.0	0.0	1.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06	0.07
Obox2	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr1406	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Opalin	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.56	50.49	52.28
Oprl1	216.01	28.91	125.42	0.0	2.57	0.09	29.13	12.72	3.52	56.54	70.14	0.0	19.09	0.12	101.95	257.28	0.0	39.61	39.88	37.6
Pla2g3	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.22	2.09	2.53
Prpf19	0.31	11.16	14.02	3.69	9.18	12.72	19.66	9.41	6.54	0.03	18.6	0.0	7.12	5.15	8.13	4.3	0.79	65.92	70.75	68.94
Ptprb	0.0	0.01	0.0	0.0	0.0	0.03	3.81	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.01	0.04	0.0	13.07	11.24	13.13
Ptprf	0.0	0.08	12.08	0.0	6.58	0.0	3.91	0.0	0.0	0.0	2.07	10.73	0.0	0.0	0.0	0.0	0.48	34.48	33.3	36.66
Rap1gds1	141.29	40.77	84.58	0.28	19.32	120.48	174.83	87.65	33.12	1.03	38.23	59.64	51.99	0.0	123.55	140.71	0.0	284.57	290.45	264.54
Rasal1	0.0	0.0	0.0	0.0	0.0	0.0	9.94	0.0	1.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.91	82.82	74.05
Rnf123	0.0	0.0	9.59	0.0	0.0	0.03	32.6	8.97	0.0	0.0	2.18	0.0	0.0	0.0	0.06	0.0	0.0	37.52	40.09	37.13
Scd3	1.52	2.16	3.21	8.65	3.41	2.52	22.28	2.81	2.05	1.98	2.97	1.79	4.57	4.08	1.99	11.81	1.65	4.62	3.89	4.26
Serp2	88.58	0.0	0.96	0.0	0.0	86.29	88.97	5.46	33.9	41.12	0.0	0.0	33.41	0.0	73.29	0.0	0.0	141.78	155.98	144.95
Sgk2	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71	1.76	3.09
Sgsh	0.0	0.0	0.09	0.0	0.0	0.0	12.67	0.0	2.42	0.0	3.86	0.0	0.0	0.0	0.0	0.0	0.0	3.9	4.56	4.15
Slc5a11	0.0	0.06	0.0	0.0	0.0	0.0	43.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.32	0.48
Smpd2	0.0	0.0	0.0	0.0	0.0	0.0	50.89	0.0	41.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.91	17.34	16.76
Sst	110572.87	92299.24	72114.03	41248.39	46171.02	45687.49	50199.22	68952.67	54941.04	65451.11	53524.63	59257.22	63808.17	40020.56	78404.02	70180.73	41593.77	558.6	588.98	558.0
Tacc2	21.13	15.49	79.89	0.0	0.0	0.0	1.77	0.06	14.34	10.75	38.76	0.07	0.0	0.0	0.0	68.1	0.24	46.15	47.6	43.99
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tcf12	6.77	0.0	35.61	0.0	0.78	0.0	16.73	0.06	0.05	0.75	0.06	0.0	0.0	0.0	45.04	87.9	0.0	26.98	27.14	28.57
Tmem2	0.0	0.0	0.06	0.0	0.72	1.64	0.0	0.82	0.0	2.11	0.73	0.0	4.39	0.0	0.0	1.05	0.0	7.03	7.19	6.84
Tmem63a	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.98	23.71	26.34
Trim52	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Tuba1c	0.0	0.0	0.0	0.0	0.0	0.0	4.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.28	0.6
Usp18	0.0	0.0	0.0	0.0	0.0	0.0	43.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68	1.48	1.45
Zan	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.17	0.19
Zfp109	8.7	0.0	0.0	0.0	0.0	0.0	24.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.99	7.45	6.67
c3_tRNA-Gly-GGA	0.0	0.0	0.0	0.0	0.0	0.0	5.11	0.0	1.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6	0.0	0.0
