	Ctgf_tdTpositive_cell_3	Ndnf_tdTpositive_cell_7	Pvalb_tdTpositive_cell_75	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_47	PvalbF.Gad2_tdTpositive_cell_48	PvalbF.Gad2_tdTpositive_cell_52	PvalbF.Gad2_tdTpositive_cell_55	PvalbF.Gad2_tdTpositive_cell_57	PvalbF.Gad2_tdTpositive_cell_60	PvalbF.Gad2_tdTpositive_cell_62	PvalbF.Gad2_tdTpositive_cell_63	PvalbF.Gad2_tdTpositive_cell_69	PvalbF.Gad2_tdTpositive_cell_71	PvalbF.Gad2_tdTpositive_cell_72	PvalbF.Gad2_tdTpositive_cell_76	PvalbF.Gad2_tdTpositive_cell_77	PvalbF.Gad2_tdTpositive_cell_82	Rbp4_tdTpositive_cell_51	Sst_tdTpositive_cell_106	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
1700048M11Rik	0.0	0.0	0.0	1.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.76	0.0	0.0	1.53	0.62	2.48
1700064J06Rik	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.0	0.0	0.0	0.17	0.0
1700120K04Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.57	0.0	0.0	1.15	0.72	0.99
2210417K05Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.06	0.0	0.0	0.75	0.88	0.58
2610020H08Rik	0.0	0.0	0.0	3.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.29	0.0	0.0	0.56	0.95	1.82
2700038G22Rik	17.79	2.09	0.43	0.89	0.84	1.1	0.51	1.74	1.19	0.92	1.19	1.01	1.99	2.74	0.26	4.84	10.95	76.31	0.69	0.0	2.12	2.02	1.87
4930471C04Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.94	0.0	0.0	0.71	1.0	0.24
4930525D18Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.65	0.31	0.56
4930593C16Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.32	0.0	0.0	0.71	0.0	0.18
4933406I18Rik	0.0	0.0	0.0	0.0	0.0	12.48	12.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.23	8.86	0.0	1.85	1.35	1.98
4933439C10Rik	0.0	0.0	0.0	0.0	0.0	16.79	0.0	8.38	0.0	0.0	0.4	0.0	0.0	0.22	0.0	0.0	0.0	48.29	0.0	0.0	26.91	28.63	28.87
6430704M03Rik	0.0	0.0	7.44	21.13	0.1	46.18	30.48	1.53	43.93	1.16	79.56	2.0	56.03	64.55	0.0	6.65	40.25	141.49	46.4	21.12	157.21	140.8	157.89
7530416G11Rik	0.0	0.0	0.0	0.0	0.16	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	1.9	0.17	0.31	0.35	0.0	0.27
A330049M08Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.1	0.0	0.0	0.85	1.1	0.93
AI606473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.55	1.08	0.61
AU015228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0
AW146020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19	0.0	0.0	5.05	5.38	5.97
Acad10	0.0	0.0	0.0	0.0	2.07	0.0	0.0	0.0	5.02	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.76	0.0	0.0	2.44	3.02	2.41
Acad8	0.0	0.0	0.54	0.0	28.32	11.62	44.57	0.0	45.19	0.0	0.0	0.0	56.17	35.47	75.87	0.29	0.0	254.35	0.0	0.12	16.42	19.78	18.91
Adprhl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.29	0.07	0.08
Ankhd1	150.8	0.0	21.79	13.81	14.77	9.39	17.08	7.84	25.53	16.98	8.25	3.62	8.01	6.87	0.75	24.13	0.45	78.28	2.47	0.08	27.13	21.02	26.83
Ankra2	0.0	0.0	0.0	0.0	0.0	0.0	2.15	2.91	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	73.67	0.0	0.0	39.3	36.99	36.25
Arhgdia	0.0	63.73	24.56	1.93	64.68	2.68	54.72	113.44	71.01	94.45	2.03	118.19	1.88	124.42	0.0	55.95	0.14	266.21	47.06	120.3	192.31	211.34	203.62
Arid3b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23	0.0	0.18	5.37	5.25	5.54
Arih1	0.0	0.0	7.48	6.35	6.53	16.08	21.64	23.96	32.24	0.05	0.91	2.3	23.14	3.69	1.26	0.99	0.98	43.82	0.33	0.91	45.7	44.14	45.02
Atp1b3	0.0	0.0	88.44	21.93	22.62	29.37	35.7	53.84	0.2	96.69	70.97	5.24	99.25	72.71	22.64	3.16	7.28	78.86	17.28	86.75	113.65	114.17	105.82
Auts2	0.0	0.0	5.26	11.6	0.06	12.52	0.0	5.49	0.07	13.32	0.72	0.08	3.38	9.88	7.5	4.21	0.0	20.09	14.04	0.0	27.57	29.24	32.34
BC067068	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	4.04	0.0	0.0	0.0	9.45	2.63	9.41	0.0	7.45	58.08	0.0	0.0	5.93	5.9	6.12
Blvrb	0.0	0.0	0.0	0.34	0.0	53.69	69.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	168.56	0.0	0.0	9.05	13.84	11.53
Bok	0.0	0.0	0.0	5.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.33	0.0	0.0	50.58	64.87	58.2
Camk1d	0.0	0.0	14.31	2.31	3.81	22.77	0.0	12.71	0.38	0.76	12.7	26.61	23.78	46.74	3.51	13.04	1.31	84.3	15.45	1.11	73.79	63.25	73.79
Catsper2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.92	0.0	0.0	4.23	2.95	3.64
Ccbe1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	4.67	4.4	4.37
Ccdc138	0.63	0.14	0.0	0.0	0.0	0.33	0.0	0.0	0.28	0.12	0.0	0.0	2.54	0.12	0.1	0.0	0.0	80.14	0.12	0.14	2.92	2.91	3.18
Chst11	0.04	0.0	0.0	0.0	2.91	0.0	0.29	0.08	0.0	0.0	0.07	16.09	0.13	0.0	0.06	12.99	4.39	48.54	0.0	0.0	31.23	28.06	29.95
Cul1	0.0	0.0	63.3	24.57	86.22	20.65	34.66	0.0	53.08	0.0	63.89	48.01	56.67	101.68	90.56	67.26	82.04	210.42	65.3	0.22	97.08	96.03	97.26
Cyp2b23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.09	0.0	0.0	0.0	0.05
Cys1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33	0.0	0.0	4.12	5.94	5.64
Dbp	0.0	0.0	0.56	0.0	0.0	2.21	8.33	16.04	35.02	0.0	0.0	0.0	0.0	14.82	0.0	0.0	0.0	41.83	0.0	0.0	126.37	154.83	108.82
Dcp1b	0.0	0.0	0.0	2.34	0.0	9.04	0.0	16.39	0.0	0.0	0.0	0.9	0.0	0.0	0.0	1.36	0.0	28.48	0.0	0.0	10.32	11.72	11.29
Dnajb1	0.0	0.0	15.48	0.12	0.34	0.0	27.29	34.01	0.0	5.42	34.55	16.1	0.16	6.03	3.61	20.52	18.37	159.88	0.09	2.16	57.23	54.6	43.39
Dnajc1	0.07	0.0	0.06	2.49	0.06	0.09	0.0	4.29	0.0	0.0	0.07	0.0	0.0	15.37	0.09	0.15	0.0	35.13	4.75	0.0	13.85	12.41	14.78
Ect2l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	4.96	0.0	0.0	0.07	0.26	0.14
Eme1	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	1.67	0.0	0.0	0.05	0.44	0.48
Esrra	0.0	0.0	2.69	1.99	4.33	2.56	0.0	0.0	1.22	1.73	0.98	6.16	1.98	3.12	5.75	3.67	1.01	12.5	0.7	1.46	43.22	51.27	47.48
Fam116b	0.0	0.0	0.13	2.69	0.0	20.95	0.11	20.67	2.17	0.0	0.08	41.24	0.32	0.53	0.31	0.0	8.75	50.87	0.5	0.97	40.54	42.29	41.87
Fam135a	0.0	0.0	2.3	13.03	0.71	8.44	7.85	0.07	23.05	2.6	12.28	3.28	0.11	4.06	16.33	0.06	13.19	43.94	22.17	0.05	17.48	15.3	18.07
Fam189b	0.0	0.0	0.0	0.0	0.0	19.07	1.21	0.0	0.0	1.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.12	0.25	0.0	35.65	38.7	42.02
Fbxo30	0.0	0.0	0.13	0.0	0.0	0.15	18.31	0.0	0.0	2.19	0.0	0.0	0.0	0.0	0.15	0.0	0.13	33.07	0.01	0.04	4.97	4.67	4.96
Fbxw4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	21.76	0.0	0.0	23.81	27.47	27.31
Fcho2	0.0	81.33	0.47	2.04	0.15	26.0	8.72	0.0	0.0	0.0	14.04	0.0	0.14	0.0	0.21	0.0	0.0	46.98	19.83	0.0	23.46	21.24	22.16
Gatc	0.0	0.0	47.19	0.0	77.13	0.7	55.54	0.0	0.0	12.63	7.66	0.0	0.0	52.2	0.0	28.7	0.0	94.55	42.12	0.0	41.0	37.7	34.97
Gdap1l1	0.0	0.0	118.75	89.39	79.68	110.18	88.26	78.89	0.15	74.84	78.36	39.87	23.4	43.02	38.94	83.6	50.48	149.21	23.34	52.89	52.17	53.62	53.76
Gm16677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.0	1.01	1.14	0.42
Gm16907	0.0	0.0	2.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.3	0.0	0.0	2.63	2.42	2.68
Gm3383	0.0	0.0	0.0	29.88	0.58	0.71	0.0	0.0	0.0	1.57	0.0	10.41	3.46	18.01	0.0	0.0	0.0	75.22	3.16	0.0	9.65	7.39	10.81
Gm5887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.55	0.0	0.0	1.08	1.69	1.39
Gm9833	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.86	0.28	1.1
Grk5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.16	0.0	0.0	12.87	12.3	11.46
Guca1b	0.0	0.0	1.49	2.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.04	0.0	0.0	0.78	0.96	1.23
H2-M10.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.7	0.0	0.0	1.43	1.64	0.84
H2-M2	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.07	0.15	0.14
Hcfc1	0.0	0.0	9.08	6.94	0.24	19.64	21.12	0.06	0.0	6.15	21.17	0.27	14.65	21.28	15.71	7.93	1.88	52.27	35.82	0.08	41.86	41.59	44.45
Helq	0.0	0.0	10.43	3.45	0.44	0.0	0.0	0.0	0.0	3.03	9.39	0.0	0.0	8.49	0.0	12.48	0.1	42.23	0.0	0.0	10.46	10.37	11.64
Hes3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.7	0.0	0.0	0.71	0.46	0.39
Hist1h1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.93	0.0	0.0	0.31	1.01	1.21
Hist2h3c2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.78	0.0	0.0	6.32	7.92	5.65
Hmbox1	0.0	0.0	32.41	2.16	4.61	27.4	0.0	2.18	0.0	0.0	6.31	0.0	0.0	7.39	0.0	0.0	0.0	9.61	6.69	0.0	27.51	23.7	33.14
Il1f9	0.0	0.0	0.02	5.46	1.91	0.27	0.41	0.58	1.95	3.59	0.23	1.81	0.02	4.71	2.33	0.25	6.11	13.05	3.32	0.0	4.24	4.04	4.25
Isoc1	0.0	0.57	0.48	0.11	0.72	0.45	0.24	0.0	0.15	0.01	0.0	0.1	0.0	0.0	0.2	0.64	0.27	40.9	0.15	0.0	20.25	23.73	21.99
Kdm6a	0.0	0.0	0.0	0.05	1.02	6.11	6.58	0.0	0.0	11.66	0.0	1.55	4.7	9.92	3.99	0.0	0.0	39.59	0.0	0.0	22.45	14.79	17.17
Lat	0.0	0.0	4.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.38	0.16	0.0	0.81	0.61	0.52
Lhfpl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	10.23	11.27	10.89
