	Chrna2_tdTpositive_cell_75	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_19	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_106	Nos1_tdTpositive_cell_56	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_45	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_52	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_159	Rbp4_tdTpositive_cell_180	Scnn1a.Tg3_tdTpositive_cell_62	Slc17a6_tdTpositive_cell_24	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_7	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
1110019D14Rik	0.0	0.0	35.61	0.0	0.0	0.0	0.0	8.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.38	0.0	88.08	0.0	0.0	0.0	0.0	10.21	5.85	10.38	0.0	10.51	0.0	0.0	0.0	1.45	0.0	1.36	2.27	2.45	2.13
1700001K23Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.2	0.22
1700024P03Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.21
1700120G07Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.12
2010107H07Rik	0.0	0.0	42.43	18.59	4.78	0.0	0.0	0.0	0.0	0.0	0.0	57.76	0.0	0.0	0.0	0.0	0.0	188.31	91.34	0.0	0.0	0.0	88.81	45.83	42.34	157.21	20.65	146.62	0.0	0.0	0.0	0.0	51.0	10.9	16.03	13.18
2410042D21Rik	21.8	2.02	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.27	0.0	3.52	0.0	0.0	0.0	84.52	0.0	0.0	0.0	0.0	24.58	16.69	19.85	1.01	8.39	0.0	28.17	14.03	0.0	0.0	0.0	13.1	13.53	12.96
2410137F16Rik	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.89	0.17	0.0	0.0	0.32	0.0	1.94	2.78	0.0	0.0	0.0	0.0	0.0	33.63	0.0	0.0	3.38	2.78	4.46
4930594C11Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.13	0.0	23.06	0.68	0.0	0.0	0.0	0.57	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.4	0.11	0.26
4931414P19Rik	61.13	0.0	12.81	40.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.67	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9	2.7	3.94
7420701I03Rik	0.72	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.59	0.0	2.03	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.14	0.0
9130017N09Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.19	0.21
9230112J17Rik	0.45	0.0	0.0	0.0	0.0	0.01	0.16	1.42	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	15.59	0.65	0.0	0.11	1.16	0.13	0.24	0.28	0.1	0.0	0.13	0.24	0.78	0.0	0.0	0.42	1.39	1.21	1.57
A330076C08Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	92.52	0.0	0.0	0.0	0.0	8.03	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.87	0.63	0.69
A730020E08Rik	0.0	3.56	0.36	0.4	0.25	0.67	0.24	0.0	0.93	4.01	1.35	0.93	0.07	1.02	1.06	1.42	0.0	0.35	1.45	1.58	0.36	1.41	0.12	2.54	0.51	1.18	0.72	0.18	0.16	0.54	0.0	0.15	0.43	4.43	4.05	3.51
AA388235	0.35	0.34	1.48	1.23	1.1	1.16	0.36	0.0	0.51	0.41	0.75	1.76	0.27	0.9	0.2	1.22	0.09	5.53	1.34	0.38	0.45	3.66	12.45	0.98	2.94	0.26	0.56	0.51	0.49	0.45	0.08	0.12	0.4	5.36	5.48	4.74
AI197445	0.0	0.0	0.32	0.21	0.08	0.0	0.0	0.07	0.0	0.0	0.11	0.08	0.0	0.36	0.07	0.86	0.0	1.19	0.63	0.0	0.59	0.23	0.2	0.0	0.21	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47	0.81	1.81
Aak1	12.73	2.13	34.04	18.7	22.31	32.54	17.28	15.72	12.75	8.66	4.14	18.72	10.77	34.71	12.56	17.45	7.02	36.71	13.16	37.68	19.69	7.73	9.77	17.76	20.29	29.09	9.26	5.06	3.14	16.43	6.4	2.15	4.37	77.03	72.23	78.8
Abcb1b	62.31	0.0	0.0	0.9	0.0	0.0	9.38	0.0	3.12	0.0	2.58	1.76	0.0	1.11	0.0	0.0	0.0	29.85	0.0	4.93	0.0	0.0	0.27	0.16	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.45	2.26	2.54
Abcc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.09	0.08
Aco1	0.97	1.08	0.59	0.68	1.31	1.21	0.9	0.1	0.0	0.21	0.27	2.42	0.49	20.45	0.38	1.07	0.03	5.73	1.0	0.72	0.92	0.32	5.11	4.99	4.11	0.81	0.19	0.06	0.25	0.45	0.35	0.77	0.94	20.74	21.59	20.61
Acsbg2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.27	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.19	0.04	0.14	0.16
Adamts8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.71	3.24	3.66
Adipor2	0.0	0.0	9.23	20.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	2.66	1.65	0.0	0.0	43.37	0.0	0.0	0.0	307.6	0.0	0.52	5.14	0.0	11.19	0.0	0.0	0.0	0.0	0.0	0.06	35.22	36.69	31.89
Arfgef2	0.23	0.0	16.18	0.16	0.0	0.45	0.0	10.34	0.0	19.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.89	0.0	5.64	0.0	0.0	8.65	3.56	5.85	18.52	17.43	2.51	0.0	1.33	0.0	0.0	0.0	31.51	30.54	31.38
Armcx4	0.13	0.21	0.28	0.11	0.08	0.0	0.36	0.0	0.06	0.17	1.46	0.34	0.0	0.98	47.8	0.18	0.0	33.19	0.0	0.18	0.0	0.38	3.87	1.29	2.13	0.04	0.05	0.0	0.05	6.79	0.0	3.61	0.51	23.98	21.4	24.53
Aven	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.95	0.0	0.0	0.0	0.0	0.0	1.97	2.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.74	10.05	9.97
BC017612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.84	4.11
BC061194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.13	0.0	0.0	0.0	0.0	0.0	1.92	0.0	71.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.15	2.9	2.61
Bicc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	4.07	3.98	3.94
C230052I12Rik	0.29	72.87	0.0	49.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09	0.0	96.06	0.0	0.0	0.0	116.96	0.0	0.0	0.0	0.0	0.0	5.45	6.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.38	6.06	6.03
C920021L13Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.25	0.0	0.95	0.0	0.0	0.0	0.0	0.0	0.0	14.78	0.0	0.0	0.0	0.0	5.57	0.2	1.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	1.35	1.61	1.15
Crb3	0.0	0.0	0.0	0.0	0.0	54.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.25	0.0	0.0	0.0	0.0	0.0	1.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.49	0.63
Crtc2	17.87	0.0	0.71	25.45	9.22	0.0	0.0	0.0	30.85	8.09	9.32	0.15	0.0	37.71	0.37	0.0	0.0	66.73	0.0	0.0	0.0	0.0	3.99	4.72	3.3	0.0	0.0	3.77	0.0	0.0	0.0	0.0	0.0	20.45	21.33	22.04
Ctnnd1	36.41	0.48	0.0	31.07	0.0	0.0	0.12	1.23	0.02	0.05	0.0	35.93	0.0	34.46	0.86	0.0	0.0	121.45	7.57	1.81	40.03	0.0	3.49	9.88	4.02	0.0	1.28	0.0	26.99	0.09	21.77	9.33	1.52	45.75	40.68	44.42
Cul3	11.75	92.72	91.84	0.0	1.95	46.72	0.0	85.43	85.11	19.13	0.0	20.5	34.09	230.49	7.96	114.89	231.95	182.26	32.22	4.86	33.8	101.4	16.01	28.01	26.18	7.9	23.63	0.0	0.09	0.64	0.22	74.08	5.14	99.11	90.28	95.25
Cxx1a	0.61	0.0	0.0	5.56	1.78	4.19	0.0	24.5	0.0	0.0	0.0	9.19	0.0	0.0	0.0	0.0	0.0	35.4	5.36	36.6	27.36	0.0	0.95	4.13	6.6	0.0	1.64	0.0	0.0	0.0	0.0	0.0	1.75	133.83	145.01	142.69
D730040F13Rik	2.59	2.1	4.6	0.39	0.53	50.47	0.35	0.29	0.21	0.21	0.34	0.35	0.38	1.72	0.56	0.84	0.0	29.2	1.33	0.79	0.51	0.46	6.73	2.69	3.04	1.24	0.11	0.42	0.37	0.74	0.17	0.25	5.01	22.62	16.53	21.26
Dclre1b	0.21	0.24	0.3	0.0	0.44	0.46	0.22	0.0	0.06	0.0	0.48	0.0	0.34	0.23	0.08	0.14	0.26	42.86	0.68	0.23	0.28	0.68	7.37	1.32	5.55	0.08	0.0	0.05	0.06	0.0	0.0	0.0	3.64	5.02	4.38	4.91
Ddx51	0.0	0.55	0.0	0.07	0.0	0.0	0.07	0.0	0.0	0.0	0.14	0.08	0.28	0.0	0.0	0.0	0.0	43.15	0.0	0.05	0.0	0.0	0.0	0.77	1.78	0.0	0.23	0.03	0.05	0.0	0.0	44.12	0.0	10.72	11.35	11.76
Defb30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Dmrtc1a	0.0	0.0	51.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.5	23.76	0.0	0.0	0.0	16.38	1.68	3.05	0.0	0.0	0.0	187.44	0.0	0.0	0.0	0.0	9.81	10.98	7.64
Dnttip1	0.0	0.0	0.0	39.21	1.54	0.0	0.0	0.0	0.0	0.2	41.91	0.0	0.0	0.0	2.17	0.0	0.0	63.16	0.47	26.02	58.3	0.0	1.3	4.26	9.46	0.0	0.0	3.03	0.0	0.0	0.0	0.0	0.21	38.55	38.59	37.63
Dstyk	44.92	46.27	1.54	0.0	0.0	0.15	0.11	0.0	0.0	0.0	23.0	52.88	23.62	42.9	10.62	0.45	0.0	66.42	4.64	18.69	4.34	0.0	0.7	5.22	5.8	23.98	4.63	0.0	16.18	0.0	0.0	0.0	0.15	31.47	30.63	31.81
Dyrk1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.72	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.4	31.23	33.79
E330013P04Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.41	0.1
Egflam	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.16	1.97	1.95
Eno3	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	76.84	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	9.21	0.0	0.0	0.0	0.0	11.28	11.33	10.21
Enox1	0.0	0.0	0.0	1.21	0.0	0.0	0.0	49.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.51	0.0	0.0	0.0	0.0	0.34	1.37	1.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.24	21.16	22.3
Fam120c	0.07	0.0	0.0	2.01	0.0	0.0	21.65	0.08	25.44	12.39	0.0	0.05	0.0	0.0	11.05	0.0	0.05	57.47	1.67	0.04	3.14	0.0	3.72	5.95	6.31	0.0	0.0	33.93	0.65	0.0	0.0	0.0	2.29	32.54	29.06	31.11
Fam166a	3.48	1.26	0.0	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.0	0.0	0.0	0.0	0.0	43.15	0.6	0.0	0.0	0.0	2.51	1.61	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.55	0.17	0.38
Fam203a	0.0	0.62	0.0	0.5	0.68	0.36	0.37	0.31	0.16	0.0	0.25	0.61	0.18	0.91	0.0	0.62	0.0	1.47	1.23	0.74	0.0	0.23	6.63	1.61	1.51	4.69	0.01	0.16	0.0	0.0	0.0	1.09	0.25	10.21	12.33	12.35
Fam40a	16.07	0.0	0.0	0.0	27.3	0.29	0.0	0.0	0.08	0.0	8.8	0.0	0.0	0.0	0.0	0.0	0.0	82.51	0.0	0.0	26.49	0.0	1.28	12.95	16.18	0.1	0.0	0.0	1.41	71.71	12.0	0.0	0.0	57.82	60.7	56.9
Fam57b	0.0	0.0	31.56	0.0	0.16	0.13	0.0	0.28	0.0	13.05	23.09	0.27	8.99	0.0	0.0	0.0	0.0	64.05	1.56	0.0	9.95	0.0	6.29	7.04	6.22	5.32	1.33	0.0	26.23	0.0	0.0	0.0	0.0	60.61	64.37	64.1
Fbxl19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	11.81	0.0	0.0	0.0	0.0	1.79	0.2	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.65	56.33	54.78
Fndc1	0.0	0.0	0.0	0.0	0.0	7.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.04	0.0	0.0	0.0	0.0	2.71	2.53	3.06
Foxp4	11.43	0.0	0.0	1.31	2.18	0.0	0.0	0.0	0.8	0.0	0.0	5.0	0.0	13.67	0.0	0.21	0.0	6.56	1.27	0.0	3.78	0.0	0.0	0.17	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.34	21.45	18.34
Frrs1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	0.59	1.1
Fut4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.29	0.46	0.22
Gcn1l1	10.41	0.0	0.43	0.04	0.0	0.0	0.0	0.0	0.0	0.06	0.0	13.34	0.0	0.05	25.14	0.0	0.0	23.05	0.59	0.0	21.89	0.0	5.04	2.02	3.16	0.0	0.98	0.0	0.03	0.0	0.0	0.0	0.06	28.17	29.42	31.62
Gjd4	0.19	0.0	0.23	0.0	0.13	0.47	0.0	0.0	0.1	0.55	0.0	0.72	0.0	0.0	0.0	0.0	0.0	1.55	1.7	0.0	0.44	0.0	0.08	0.2	0.13	0.36	0.11	0.31	0.09	0.0	0.11	0.0	0.0	0.19	0.11	0.25
Gltp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	46.48	0.0	0.0	0.0	0.28	0.0	0.0	6.13	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.21	48.29	53.09
Gm10336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.95	0.0	0.0	0.0	0.0	0.0	22.05	0.0	0.0	0.0	0.0	0.52	2.27	2.38	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	9.88	8.13	9.04
Gm10451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71	2.04	0.94
Gm16853	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	76.38	0.0	0.18	0.22	0.0	0.0	0.0	0.72	0.59	0.0	0.0	3.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.57	0.42
