	Chrna2_tdTpositive_cell_15	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_24	Htr3a_tdTpositive_cell_44	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_70	Ntsr1_tdTnegative_cell_54	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_8	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_49	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_78	Sst_tdTpositive_cell_92	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
1110004E09Rik	30.13	97.55	0.0	0.0	0.0	0.0	0.0	13.67	0.0	16.79	0.0	0.0	0.0	12.07	32.42	35.0	36.48	90.23	23.43	0.0	24.06	42.15	72.69	34.98	16.16	0.0	0.0	81.51	4.06	0.0	30.23	5.44	34.62	0.0	1.53	0.0	16.5	1.31	15.43	0.0	72.26	0.0	115.27	83.13	0.0	0.72	29.75	6.87	19.21	22.14	41.06	48.94	39.53
1700001K19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.39	0.0	0.0	0.0	0.0	0.0	4.59	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.69	0.0	0.0	0.0	0.0	0.33	0.0	0.0	3.18	3.22	3.51
1700028J19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	92.38	0.0	0.0	21.29	0.0	0.0	0.0	0.0	0.0	96.19	0.0	0.0	0.0	57.17	10.35	11.63	14.15	2.47	2.23	2.18
2810422O20Rik	0.0	0.0	0.0	16.26	0.0	0.0	0.0	74.23	0.0	0.0	0.0	0.0	0.0	0.0	102.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	41.88	0.0	51.21	0.0	77.9	25.15	2.4	0.0	0.0	0.0	0.0	80.21	0.0	0.0	115.76	41.08	8.14	13.23	5.1	5.55	5.48	4.03
4930422G04Rik	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.4	0.04	8.68	0.0	4.22	14.98	2.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	9.31	0.0	0.0	6.71	1.45	0.0	0.0	1.1	0.0	21.86	0.0	0.07	0.0	11.62	1.17	1.01	1.51	2.71	2.57	2.84
A230108P19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.08	0.04	0.0
A430090L17Rik	15.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	18.71	0.0	0.0	0.0	0.0	0.89	0.56	0.0	0.0	0.05	0.08
Adck1	0.0	0.0	0.0	41.17	67.61	0.0	44.1	0.0	0.0	0.0	83.2	0.0	0.0	0.0	0.0	91.59	45.15	0.06	0.0	1.36	0.0	69.3	54.9	0.0	0.0	0.0	0.0	0.0	76.65	45.61	190.24	47.6	0.0	0.07	0.43	116.94	22.85	7.62	2.25	74.72	44.55	0.0	183.33	76.58	84.8	0.0	0.0	41.01	45.33	32.94	31.75	33.53	30.81
Aes	20.52	11.14	7.45	7.27	31.58	49.41	125.44	5.0	27.71	38.91	0.94	0.0	32.46	0.0	2.18	66.73	1.26	20.1	51.24	2.35	16.73	28.79	29.97	19.1	4.26	23.29	8.43	1.79	0.58	8.22	6.75	0.22	4.36	12.38	1.12	33.65	33.01	60.73	31.12	1.03	11.87	2.86	140.8	0.0	0.0	11.5	18.77	8.39	6.25	16.61	498.59	577.92	541.69
Agfg1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.58	0.0	0.25	50.86	41.46	0.04	0.48	0.0	0.0	0.0	38.95	0.0	0.0	0.0	0.0	0.0	0.0	1.46	0.0	0.0	0.0	0.0	0.0	0.96	3.87	43.71	0.0	0.0	0.0	0.0	118.0	0.0	2.52	0.0	36.61	5.5	5.69	6.4	57.55	52.63	54.25
Agpat1	15.94	26.11	11.64	50.48	11.92	54.57	6.83	18.3	48.71	19.96	7.49	6.15	4.71	18.38	16.57	76.18	4.81	7.47	18.05	10.28	10.35	16.67	13.95	12.16	9.57	9.05	8.65	3.91	17.54	27.25	4.91	25.97	15.78	6.12	11.29	13.63	28.27	6.97	8.87	13.13	11.53	6.98	42.59	3.0	21.32	6.75	9.45	21.86	20.02	24.35	125.67	129.98	132.53
Aldoart1	0.78	0.18	0.12	0.34	0.15	0.2	0.37	0.28	0.0	0.25	0.0	0.0	0.0	0.26	0.29	0.45	0.56	0.43	0.31	0.0	0.74	0.21	0.62	0.14	0.0	0.16	0.0	0.12	0.38	0.41	0.13	0.0	0.27	0.14	0.36	0.64	1.06	0.17	1.03	0.0	0.47	0.82	2.14	0.48	0.23	0.41	0.46	0.89	1.19	1.2	0.22	0.44	0.21
