	Calb2_tdTpositive_cell_11	Chrna2_tdTpositive_cell_5	Chrna2_tdTpositive_cell_11	Chrna2_tdTpositive_cell_65	Gad2_tdTpositive_cell_58	Gad2_tdTpositive_cell_71	Nkx2.1_tdTpositive_cell_5	Nkx2.1_tdTpositive_cell_16	Pvalb_tdTpositive_cell_10	Pvalb_tdTpositive_cell_11	Pvalb_tdTpositive_cell_15	Pvalb_tdTpositive_cell_19	Pvalb_tdTpositive_cell_36	Pvalb_tdTpositive_cell_38	Pvalb_tdTpositive_cell_50	Pvalb_tdTpositive_cell_53	Pvalb_tdTpositive_cell_54	Pvalb_tdTpositive_cell_59	Pvalb_tdTpositive_cell_62	PvalbD.Slc32a1_tdTpositive_cell_10	PvalbD.Slc32a1_tdTpositive_cell_11	PvalbD.Slc32a1_tdTpositive_cell_12	PvalbD.Slc32a1_tdTpositive_cell_14	PvalbD.Slc32a1_tdTpositive_cell_22	PvalbD.Slc32a1_tdTpositive_cell_24	PvalbD.Slc32a1_tdTpositive_cell_25	PvalbD.Slc32a1_tdTpositive_cell_36	PvalbD.Slc32a1_tdTpositive_cell_42	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_100	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
0610009L18Rik	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	27.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.52	1.2	5.69	10.08	8.12
1110003E01Rik	209.93	36.71	30.56	38.71	15.66	243.97	60.12	44.75	230.75	0.8	0.94	9.96	85.61	94.44	1.04	21.14	27.01	61.85	7.37	48.5	6.27	52.09	0.0	54.42	0.5	41.06	70.12	0.0	87.02	77.05	51.55	47.05	104.04	106.35	104.6
1600002H07Rik	2.41	2.03	2.06	2.98	1.12	2.23	2.1	0.14	73.05	1.18	4.83	40.29	1.77	4.33	3.08	3.38	3.32	5.61	5.39	2.06	1.33	1.01	2.77	4.61	2.77	0.86	2.76	0.88	10.1	4.99	10.85	7.99	8.17	9.97	8.65
1700007F19Rik	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.94	0.0	2.55	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.74	0.43	0.49	0.37	0.88
1700011J10Rik	10.91	0.0	0.0	3.56	0.0	0.0	0.0	0.0	46.25	0.0	0.0	0.0	0.0	0.43	0.65	0.0	0.0	0.0	0.0	0.0	0.0	2.38	0.0	0.0	1.54	0.63	0.0	0.0	5.58	0.0	2.41	4.64	14.99	13.73	14.71
1700057K13Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
1700058G18Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.85	0.31
2310030N02Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.51	0.0	0.0	18.07	51.14	0.0	0.0	0.0	0.0	0.0	0.0	3.71	0.0	0.0	13.66	3.91	0.0	23.61	0.0	0.0	0.0	0.0	1.71	2.63	10.56	10.89	11.93
2310039H08Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	4.95	0.0	2.45	5.18	4.36	6.73	6.28
2810046L04Rik	3.95	0.0	46.84	0.0	0.0	0.0	0.0	0.0	13.04	0.0	0.0	0.0	0.0	1.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.29	0.0	0.0	0.0	0.0	0.03	0.0	0.48	0.0	3.56	1.03	18.15	16.7	18.41
3110070M22Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.8	0.0	5.98	0.0	0.0	1.26	2.05	2.59	2.08
4930455F16Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4930539N22Rik	0.0	0.0	58.47	3.43	9.48	0.0	0.0	0.0	76.24	0.0	0.0	0.0	11.65	0.0	0.0	0.32	0.0	19.65	0.0	0.31	1.97	0.0	0.0	9.53	0.0	0.0	0.0	0.0	18.88	7.16	8.03	11.57	0.0	0.35	0.1
4930579K19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.24	0.0	1.87	8.0	1.05	0.66	2.25
4932416H05Rik	0.37	0.0	0.35	0.57	0.0	0.0	0.71	0.0	1.25	0.0	0.0	0.39	0.39	0.0	0.67	0.0	0.0	0.41	1.05	0.4	0.2	0.0	0.12	0.03	0.11	0.0	0.04	0.11	3.92	0.13	3.0	2.86	5.44	5.94	5.08
4933417G07Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.13	0.0	0.0	0.0	0.0	0.0
5730528L13Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.25	0.0	13.7	0.0	0.0	0.0	0.0	8.25	0.0	0.0	8.61	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.87	15.85	0.0	16.47	14.16	16.59	15.92	16.38
6030405A18Rik	0.0	0.0	25.97	0.0	0.0	0.14	13.31	0.0	25.95	0.0	6.26	94.59	0.0	0.0	1.32	43.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11	0.0	6.04	0.0	4.27	0.0	0.0	0.11	26.45	28.65	27.76
6530418L21Rik	0.11	0.18	0.0	0.0	0.17	0.1	0.0	0.0	0.33	0.18	0.0	0.0	0.34	0.0	0.0	0.0	0.07	0.0	0.14	0.0	0.0	0.0	0.16	0.0	0.0	0.08	0.0	0.0	20.4	0.08	28.86	23.51	62.45	58.55	56.76
9430041J12Rik	0.0	0.33	5.37	0.0	0.61	0.0	0.0	0.0	26.95	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.14	0.0	0.0	0.0	0.0	0.07	0.0	2.59	0.0	0.52	1.34	5.03	4.15	4.55
9830107B12Rik	1.58	1.06	1.48	0.48	0.59	0.65	0.27	0.0	1.63	0.0	4.89	0.15	0.17	1.41	0.51	0.01	0.08	0.17	0.51	0.0	0.03	0.55	0.0	0.25	0.0	0.74	0.9	1.4	1.07	0.07	1.07	0.66	0.28	0.13	0.13
A230072E10Rik	1.68	4.35	1.82	2.61	3.09	2.49	2.37	0.29	15.04	1.74	4.55	2.1	2.74	0.7	4.05	1.3	2.11	3.15	2.11	0.96	2.28	2.46	2.39	1.57	6.17	4.25	2.3	0.95	3.43	1.95	2.47	2.57	2.43	2.12	3.27
A530072M11Rik	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.0	0.0	0.8	0.66	0.72
Abhd2	0.17	0.0	0.0	0.0	0.0	11.65	0.0	1.59	55.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.0	0.0	0.0	0.89	0.0	1.85	2.49	54.68	50.93	55.98
Adra1d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.99	0.0	0.0	0.0	0.0	0.0	7.64	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	3.36	0.0	0.0	0.72	33.16	35.83	37.26
Alg13	57.89	8.12	0.0	0.0	0.0	0.0	0.0	0.0	41.21	0.0	0.0	0.0	0.0	5.4	0.0	112.35	0.0	0.0	0.0	15.97	0.0	0.2	0.0	0.0	0.0	0.0	8.89	0.0	15.87	0.0	8.52	5.11	7.34	6.59	7.59
Ankfn1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.0	0.0	0.0	0.0	0.0	9.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.97	1.84	2.61
Ankrd10	68.23	36.08	0.75	0.0	0.0	46.07	0.0	0.0	82.07	0.0	0.0	0.0	5.72	0.0	8.33	10.08	0.0	2.72	0.0	4.38	19.36	0.69	3.14	0.0	0.0	0.0	0.0	0.0	16.03	0.0	14.39	9.55	46.81	46.86	46.06
Arfrp1	0.8	0.0	22.24	0.0	47.07	0.0	0.0	0.0	156.4	1.31	24.64	33.5	0.0	104.44	155.89	56.38	0.0	66.63	33.69	44.31	35.86	0.89	0.0	0.0	108.77	102.98	0.48	12.76	8.23	0.1	48.16	29.28	25.23	24.86	21.93
Arhgap23	0.0	0.0	3.33	0.0	0.13	0.0	0.0	0.0	19.52	0.0	0.53	0.0	0.0	0.0	0.7	0.0	0.0	0.06	0.0	0.0	0.0	1.86	0.0	0.0	4.98	5.63	2.75	0.0	3.01	0.0	2.71	0.69	59.14	63.67	65.13
Arhgef10l	12.48	0.0	0.0	0.0	7.02	0.9	0.0	0.0	27.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.93	2.98	0.34	0.08	26.99	30.38	29.12
Atl3	0.0	0.0	25.57	0.0	0.0	0.0	6.05	0.0	9.73	0.51	29.59	0.0	0.09	2.48	0.08	0.61	0.0	0.0	0.0	0.0	2.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19	0.0	1.66	0.59	22.09	20.46	22.45
Atr	0.0	0.0	18.03	2.33	0.0	0.0	2.31	0.0	18.67	0.0	0.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	2.34	3.77	1.76	2.37	0.0	22.7	0.21	4.81	0.0	2.29	1.89	6.45	5.14	7.31
BC048403	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45	0.26	0.0	0.36	9.13	10.02	0.0	0.0	0.0	0.03	0.0	0.0	5.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25	0.0	1.44	0.77	10.3	10.37	11.83
BC053393	3.53	4.92	0.45	0.0	0.0	1.3	0.38	0.0	3.67	0.81	0.48	0.28	1.5	0.0	1.43	0.0	0.74	0.46	1.99	0.0	0.51	0.0	3.87	0.29	2.43	1.74	0.61	0.0	1.27	0.1	0.59	1.21	1.1	0.58	0.66
BC067068	0.0	0.0	36.01	0.0	0.0	0.0	0.0	0.0	56.85	0.0	0.0	22.34	0.6	0.0	0.12	0.65	0.0	0.0	0.0	7.49	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	2.3	5.04	1.03	6.63	5.93	5.9	6.12
Baat1	0.0	0.0	0.84	0.0	0.0	0.0	0.0	0.0	39.14	0.0	45.65	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.1	30.48	0.0	0.0	0.1	0.05	0.54	0.0	0.47	0.0	2.84	1.26	16.12	19.07	17.68
Bcl6b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04	0.4	1.98	1.73	1.75
Bglap-rs1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	0.0	1.71	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.26	0.0	0.0	0.0	0.0	0.0	1.87	1.44	2.43
C030019I05Rik	0.0	0.0	0.0	0.0	0.0	123.21	0.0	0.0	58.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.57	0.0	3.22	0.0	11.39	14.82	6.12	4.57	6.59
