	Calb2_tdTpositive_cell_17	Calb2_tdTpositive_cell_21	Calb2_tdTpositive_cell_34	Calb2_tdTpositive_cell_37	Calb2_tdTpositive_cell_38	Calb2_tdTpositive_cell_40	Calb2_tdTpositive_cell_49	Calb2_tdTpositive_cell_52	Calb2_tdTpositive_cell_54	Calb2_tdTpositive_cell_56	Calb2_tdTpositive_cell_62	Cux2_tdTnegative_cell_1	Gad2_tdTpositive_cell_14	Gad2_tdTpositive_cell_15	Gad2_tdTpositive_cell_19	Gad2_tdTpositive_cell_23	Gad2_tdTpositive_cell_29	Gad2_tdTpositive_cell_34	Htr3a_tdTpositive_cell_14	Htr3a_tdTpositive_cell_27	Htr3a_tdTpositive_cell_34	Htr3a_tdTpositive_cell_36	Htr3a_tdTpositive_cell_45	Htr3a_tdTpositive_cell_48	Htr3a_tdTpositive_cell_76	Htr3a_tdTpositive_cell_81	Htr3a_tdTpositive_cell_104	Ndnf_tdTpositive_cell_20	Rbp4_tdTpositive_cell_165	Vip_tdTpositive_cell_6	Vip_tdTpositive_cell_25	Vip_tdTpositive_cell_34	Vip_tdTpositive_cell_40	Vip_tdTpositive_cell_45	Vip_tdTpositive_cell_48	Vip_tdTpositive_cell_50	Vip_tdTpositive_cell_51	Vip_tdTpositive_cell_52	Vip_tdTpositive_cell_63	Vip_tdTpositive_cell_65	Vip_tdTpositive_cell_67	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
1700011B04Rik	0.0	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1700024P16Rik	0.0	5.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02	0.0	0.0	0.0	0.0	0.0	1.92	1.8	1.98
1700028D13Rik	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.11	0.17
1700096K18Rik	0.3	1.91	0.0	0.0	0.18	0.0	0.36	0.0	0.0	0.0	0.43	0.0	0.0	0.4	0.0	0.15	0.0	0.25	1.31	0.0	0.0	0.0	0.25	0.0	0.92	0.0	0.0	0.0	0.67	0.83	0.3	1.87	0.41	0.29	0.0	0.6	0.0	0.53	0.72	0.57	0.0	0.98	3.24	3.83	3.56
1700113H08Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.0
2410127L17Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.85	0.0	0.0	0.0	0.0	5.89	0.0	0.0	0.0	9.57	0.0	0.24	1.78	1.84	14.1	13.11	11.92
2510009E07Rik	9.16	0.11	0.0	64.51	36.51	67.86	14.1	0.0	0.0	0.0	54.99	0.0	0.0	46.4	0.06	67.49	0.0	58.28	0.0	101.34	0.0	0.0	6.13	0.0	0.0	0.0	0.0	0.0	5.31	0.0	0.0	38.99	0.0	85.92	101.44	8.7	0.0	0.11	0.0	9.02	0.2	1.2	34.15	34.14	36.73
4732490B19Rik	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.02	0.0	0.04
4930403N07Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
4930427A07Rik	0.25	1.21	0.21	0.42	0.29	0.11	0.47	0.28	0.11	0.0	0.43	0.17	0.27	0.54	0.29	0.33	0.33	0.76	0.63	0.08	0.13	0.2	0.29	0.13	0.44	0.36	0.54	0.0	0.24	0.57	1.23	0.19	0.17	0.32	0.34	0.31	0.0	0.35	0.15	1.21	0.26	0.14	0.91	1.48	0.91
4930509E16Rik	0.0	0.82	0.0	0.0	0.27	0.25	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.4	0.18	0.0	0.39	0.25	0.0	0.0	0.0	0.0	0.09
4930579G18Rik	1.13	17.62	4.19	1.43	6.24	12.21	7.13	0.39	1.99	1.1	1.84	1.18	1.45	4.85	5.76	6.43	1.46	1.6	2.49	6.07	8.49	5.08	1.06	1.56	1.22	3.55	2.03	0.0	5.62	10.0	3.0	1.67	4.52	4.69	4.64	2.29	5.11	3.54	8.59	2.0	3.58	0.74	4.17	5.24	5.56
4933402P03Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06	0.0
4933433G15Rik	0.0	9.59	0.0	0.0	0.0	0.0	0.82	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.27	0.02	0.85	0.0	0.79	0.34	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.71	0.43	0.0	0.0	0.0	0.0	0.47	0.0	0.44	0.0	0.54
6530418L21Rik	0.0	0.75	0.0	0.09	82.02	0.0	0.11	0.0	0.05	1.3	0.12	0.0	0.11	0.0	0.0	0.06	0.0	0.0	0.06	0.0	0.1	0.0	0.0	0.0	0.58	0.0	0.0	0.0	20.4	0.0	0.0	0.0	0.16	0.08	0.11	0.0	17.18	0.28	0.1	0.12	0.24	20.58	62.45	58.55	56.76
A530046M15	0.0	35.87	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.97	0.0	0.0	0.0	7.12	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.06	0.0
Actl6a	0.0	221.72	0.0	10.42	0.0	0.0	13.26	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.93	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	1.08	17.78	16.37	16.42	15.65
Actr8	0.0	233.02	0.0	84.23	201.62	0.0	0.0	0.0	0.0	0.0	131.66	200.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.86	13.63	0.2	208.2	0.0	0.0	0.0	44.34	0.28	0.0	0.0	99.68	0.25	0.38	94.86	220.05	0.26	27.54	0.0	3.01	36.41	47.0	49.03	42.91
Agap3	0.0	0.0	0.0	0.0	29.78	1.39	41.32	58.6	0.0	0.0	23.02	0.0	0.0	3.64	0.0	0.0	0.0	1.31	0.0	0.86	2.03	0.0	2.44	26.25	0.0	1.19	0.0	0.0	9.98	0.0	0.0	0.0	4.9	41.74	0.0	0.0	2.15	0.34	0.14	67.99	0.0	6.61	234.75	249.95	235.85
Ahi1	98.16	28.07	9.43	0.97	27.82	222.4	162.11	28.6	11.16	2.17	123.36	40.94	193.79	21.36	131.14	31.43	149.62	21.76	154.08	177.58	27.15	197.65	132.02	330.3	260.48	19.61	1.66	0.0	126.06	23.31	51.17	214.01	173.06	166.63	142.08	8.49	0.22	51.73	205.87	46.97	181.56	83.28	127.4	135.26	124.09
Ahr	0.08	88.79	0.0	0.0	0.0	0.0	0.15	0.0	0.12	0.0	0.0	0.0	9.96	0.3	0.04	0.0	0.0	0.08	0.08	0.07	0.14	0.12	0.0	0.14	0.48	0.09	0.0	0.0	9.33	0.0	0.65	0.09	0.2	0.06	0.47	0.0	0.23	0.04	0.0	0.1	0.29	0.82	7.35	6.28	6.43
Akap8	0.4	256.04	50.4	0.86	51.46	0.65	4.96	126.43	3.06	0.0	20.57	1.15	2.65	0.98	1.89	0.6	3.83	1.05	0.92	45.0	0.67	1.9	0.0	1.66	0.95	0.56	1.17	0.0	27.29	102.94	1.65	0.46	210.51	0.79	140.47	28.31	0.64	0.73	4.78	2.13	4.19	15.52	57.68	58.61	60.39
Ankmy2	176.73	525.93	149.05	43.84	0.0	2.0	69.05	224.71	37.14	212.25	22.09	0.0	326.27	0.0	393.08	187.61	65.29	0.14	0.0	2.83	56.47	8.57	2.94	0.0	107.04	25.17	0.4	0.0	82.79	0.0	315.42	449.71	283.84	151.95	0.16	0.4	258.65	48.49	0.19	48.05	339.61	119.37	48.53	49.16	46.71
Atxn1	0.83	67.82	0.0	0.0	0.0	1.57	30.43	5.11	0.0	41.31	36.16	50.49	0.06	2.19	15.42	0.04	26.76	5.69	0.0	0.04	37.99	16.46	17.17	0.0	29.02	0.0	0.01	0.0	13.37	0.0	18.25	40.49	54.18	29.64	60.43	45.2	0.09	44.64	15.39	29.78	0.0	46.77	21.76	20.93	22.39
Axin2	0.0	23.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.12	0.0	0.0	0.0	0.0	0.0	0.0	1.75	1.69	1.11	0.0	0.0	3.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86	17.5	16.6	15.16
B430319G15Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.55	0.8
B4galnt4	0.0	0.0	30.56	0.0	0.0	0.0	42.54	0.0	0.0	0.0	24.08	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.76	0.0	0.0	0.0	0.0	10.77	0.0	0.0	0.0	51.9	0.02	0.0	62.69	0.15	31.08	0.0	0.0	0.0	4.02	59.99	69.88	63.3
BC024582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.0
BC068157	0.0	83.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.91	0.0	0.0	1.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.27	0.0	0.0	0.0	0.0	0.0	0.0	2.11	0.0	21.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.24	21.94	22.67	21.53
Bcat1	0.1	178.79	0.37	30.4	46.72	9.09	328.14	56.87	85.43	175.61	46.02	96.98	85.38	0.23	109.0	0.06	142.17	2.53	71.34	25.84	0.05	143.48	21.55	0.21	43.1	20.29	16.47	0.0	13.96	0.0	0.0	61.99	56.98	90.4	104.53	0.06	94.05	372.46	0.12	135.36	5.19	16.0	28.48	29.44	29.07
Blk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
Bud31	29.32	758.8	58.51	129.6	0.0	583.02	359.46	193.04	116.47	0.0	283.69	452.78	0.0	9.07	0.0	225.16	6.29	0.0	79.74	128.19	153.89	23.22	0.0	0.64	174.32	0.0	22.74	0.0	210.41	250.16	208.04	132.23	0.0	16.44	0.0	213.06	210.97	139.63	1.38	585.25	0.0	150.92	71.63	73.11	68.94
Calb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.4	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.35	108.09	112.16
Calcrl	0.0	0.23	0.0	0.12	0.05	0.0	0.0	6.91	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.08	0.08	0.0	0.0	0.0	0.18	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	4.21	3.24	4.58
Capn5	0.0	91.81	0.0	0.0	0.0	0.0	0.0	114.68	0.0	0.0	0.0	25.58	0.0	0.0	0.0	0.0	0.0	0.08	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.56	0.0	0.1	0.11	0.0	1.72	34.6	32.35	35.1
Capn7	0.0	153.25	0.0	0.0	163.56	66.9	0.0	0.0	0.0	61.45	17.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.03	0.0	26.84	0.0	0.0	0.0	6.97	0.0	0.0	0.0	0.0	0.0	3.83	0.0	0.0	5.24	32.12	28.52	29.43
Ccdc28a	6.23	112.73	0.0	0.0	72.66	0.0	0.0	77.77	0.0	66.14	96.82	2.05	152.68	0.0	214.24	16.45	0.0	0.0	0.39	0.0	0.0	101.66	0.0	0.0	0.0	21.7	0.0	0.0	74.28	0.0	152.92	0.0	195.45	14.4	0.0	0.0	0.0	0.49	0.0	0.0	0.47	65.94	30.95	34.43	27.77
Ccdc91	0.0	0.0	0.0	0.0	0.0	0.0	148.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46	0.0	0.0	0.36	0.0	0.0	0.0	0.0	66.46	0.0	0.0	0.0	0.0	11.72	0.0	0.0	0.0	191.31	68.07	0.0	0.0	0.0	152.79	0.0	0.2	0.0	19.68	34.72	37.4	35.22
Ccl27b	3.13	5.92	0.0	22.81	0.0	10.98	27.99	0.0	0.0	0.0	18.57	0.0	0.0	0.0	0.0	0.0	17.73	6.68	0.0	0.0	5.27	3.71	4.03	0.0	0.1	5.02	0.0	0.0	40.26	7.33	13.03	0.0	29.94	0.0	8.98	0.42	0.52	0.0	7.57	0.0	0.0	71.98	30.63	28.29	22.96
Ccnd1	7.16	77.5	0.0	36.73	0.0	0.0	0.0	40.76	47.64	0.0	23.07	0.0	0.0	10.38	0.0	0.0	0.0	0.0	0.0	28.63	20.15	0.0	0.0	23.01	58.36	0.0	0.0	0.0	0.0	0.16	33.7	0.0	0.0	17.91	0.0	0.0	0.0	0.29	0.0	0.0	0.0	7.09	34.68	32.87	32.4
